Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
The 20Th Century,"After conquering Everest, Sir Edmund Hillary set off to find this creature; he didn't succeed",the abominable snowman (yeti),Jay Thomas,False,False,$500,False,29,Show #2114,"Thursday, November 11, 1993",Jeopardy! Round
People,"Newsweek said of this Irish flutist, he ""can break your heart with his diminuendos""",James Galway,Jerry Orbach,False,False,$500,False,10,Show #2114,"Thursday, November 11, 1993",Jeopardy! Round
Rock Music,"Her biggest hit ""Me and Bobby McGee"" was featured on the posthumous album ""Pearl""",Janis Joplin,Jerry Orbach,False,False,$500,False,30,Show #2114,"Thursday, November 11, 1993",Jeopardy! Round
Travel,"While many of Mexico's resorts are on the Pacific Ocean, Cancun lies on this sea",the Caribbean,Jerry Orbach,False,False,$500,False,24,Show #2114,"Thursday, November 11, 1993",Jeopardy! Round
Potent Potables,"A Brandy Alexander contains brandy, cream & this flavor of liqueur",chocolate,,True,False,$500,False,5,Show #2114,"Thursday, November 11, 1993",Jeopardy! Round
Proverbs,"One variation of a 16th c. proverb says these creatures ""and guests smell after three days""",fish,Jerry Orbach,False,False,$500,False,21,Show #2114,"Thursday, November 11, 1993",Jeopardy! Round
U.S. Geography,"Cities located on this river include Minneapolis, Memphis & St. Louis",the Mississippi River,Tabitha Soren,False,False,$200,False,12,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Tv Actors & Roles,"He played pro baseball with the Chicago Cubs before he became ""The Rifleman""",Chuck Connors,Jay Thomas,False,False,$200,False,1,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Playwrights,"He set his comedy ""Barefoot in the Park"" in an old brownstone on East 48th Street",Neil Simon,Jerry Orbach,False,False,$200,False,4,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Phobias,"It's a good thing Noah didn't have antlophobia, the fear of this disaster; he wouldn't have survived",the fear of floods,Tabitha Soren,False,False,$200,False,19,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Movie Quotes,"A headline in this 1941 film reads, ""Charles Foster Kane Defeated窶認raud at Polls!""",Citizen Kane,Jay Thomas,False,False,$200,False,9,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
U.S. Geography,"To the Indians this southern Florida swamp area was called Pa-hay-okee, or ""grassy water""",the Everglades,Jay Thomas,False,False,$400,False,13,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Tv Actors & Roles,"In 1968 she began playing Lucille Ball's daughter on ""Here's Lucy"" 窶馬ot much of a stretch",Lucie Arnaz,Jay Thomas,False,False,$400,False,2,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Playwrights,"""The Irrational Knot"" is one of several uncessful novels by this ""Pygmalion"" playwright",George Bernard Shaw,Jerry Orbach,False,False,$400,False,5,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Phobias,"A person who stays out all night might be hypnophobic, afraid of this",sleeping,Tabitha Soren,False,False,$400,False,20,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Movie Quotes,"""Fat man, you shoot a great game of pool"" is a line in this 1961 film",The Hustler,Jerry Orbach,False,False,$400,False,10,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
U.S. Geography,This lake formed by Hoover Dam was named for the Commissioner of Reclamation at the time the dam was built,Lake Mead,Tabitha Soren,False,False,$600,False,14,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Tv Actors & Roles,Cynthia Geary plays a former Miss Northwest Passage on this offbeat series,Northern Exposure,Jerry Orbach,False,False,$600,False,3,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Playwrights,"He wrote the offbeat comedy ""Suicide in B-Flat"", as his girlfriend Jessica Lange could tell you",Sam Shepard,Jerry Orbach,False,False,$600,False,6,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Phobias,It's what a chronophobic person fears,time,Jay Thomas,False,False,$600,False,21,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Movie Quotes,"This actress kisses Bogie in ""To Have and Have Not"" & says, ""It's even better when you help""",Lauren Bacall,Tabitha Soren,False,False,$600,False,11,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
U.S. Geography,It's the only state bordering Maine,New Hampshire,Tabitha Soren,False,False,$800,False,15,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Playwrights,"His father, actor James O'Neill, toured for years in the stage version of ""The Count of Monte Cristo""",Eugene O¥'Neill,Jerry Orbach,False,False,$800,False,7,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Movie Quotes,"Film in which Ned Beatty says to Peter Finch, ""Good morning, Mr. Beale. They tell me you're a madman""",Network,Jerry Orbach,False,False,$800,False,17,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
U.S. Geography,This volcano in the Cascade Mountains was inactive from 1857 to 1980,Mount St. Helens,Tabitha Soren,False,False,$500,True,16,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Playwrights,This Russian wrote short stories under the pseudonym Antosha Chekhonte,Anton Chekhov,Jerry Orbach,False,False,"$2,000",True,8,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Movie Quotes,"In this film Elizabeth Taylor says, ""Oh, Big Daddy, you don't think I ravished a football hero!""",Cat on a Hot Tin Roof,Jerry Orbach,False,False,$1000,False,18,Show #2114,"Thursday, November 11, 1993",Double Jeopardy! Round
Animals,The red widow & the brown widow are close relatives of this dangerous spider,black widow,Tim Daly,False,False,$100,False,26,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Classic Tv,"In the summer of 1972, NBC broadcast reruns of this western under the title ""Ponderosa""",Bonanza,Harry Anderson,False,False,$100,False,1,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Food,The German dish aal Berliner Art contains these snakelike fish simmered in white wine & beer,eel,Harry Anderson,False,False,$100,False,16,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
American History,In 1777 Vermont became the first state to abolish this completely,slavery,Sinbad,False,False,$100,False,11,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
International Stars,"With money that his dad won on ""Jeopardy!"" in 1968, this ""Mad Max"" star's family moved to Australia",Mel Gibson,Tim Daly,False,False,$100,False,6,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
3-Letter Words,To turn the light down,dim,Tim Daly,False,False,$100,False,17,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Animals,A liger is the offspring of these 2 animals,lion and tiger,Sinbad,False,False,$200,False,27,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Classic Tv,"Lt. Philip Gerard was this doctor's pursuer on ""The Fugitive""",Richard Kimble,Harry Anderson,False,False,$200,False,2,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Food,They're the 2 traditional vegetables in succotash,corn & lima beans,Harry Anderson,False,False,$200,False,22,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
American History,It's the date on which America celebrated its bicentennial,"July 4, 1976",Sinbad,False,False,$200,False,12,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
International Stars,"Late star who directed & starred in 1973's ""Return of the Dragon""",Bruce Lee,Harry Anderson,False,False,$200,False,7,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
3-Letter Words,A quonset is a type of this,hut,Tim Daly,False,False,$200,False,18,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Animals,The males of these striped animals are called stallions,zebra,Sinbad,False,False,$300,False,28,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Classic Tv,"In the fall of 1954, he became host of ""General Electric Theater"", a job he retained for 8 years",Ronald Reagan,Harry Anderson,False,False,$300,False,3,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Food,"The thinnest of all pastas is the one with this ""heavenly"" name",angel hair,Tim Daly,False,False,$300,False,23,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
American History,"This American general who turned traitor during the revolution got over £6,000 for his efforts",Benedict Arnold,Harry Anderson,False,False,$300,False,13,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
International Stars,"This Welshman played Henry Wilcox in ""Howards End"" & Dr. Van Helsing in ""Bram Stoker's Dracula""",Anthony Hopkins,Harry Anderson,False,False,$300,False,8,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
3-Letter Words,You only have one when you're seated,lap,Tim Daly,False,False,$300,False,19,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Animals,The humpback type of this cetacean is sometimes 50 feet long,whale,Sinbad,False,False,$400,False,29,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Classic Tv,"Occupation shared by title characters ""Grindl"", ""Beulah"" & ""Hazel""",maid,Harry Anderson,False,False,$400,False,4,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Food,In a restaurant squid is commonly referred to by this Italian name,calamari,Tim Daly,False,False,$400,False,24,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
American History,"From 1680 to 1755, the colony of Pennsylvania was governed by members of this religious group",the Quakers,Harry Anderson,False,False,"$1,000",True,14,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
International Stars,This Frenchman has played Christopher Columbus & Cyrano de Bergerac,Gerard Depardieu,Sinbad,False,False,$400,False,9,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
3-Letter Words,It's the downy surface of a woven fabric,nap,Harry Anderson,False,False,$400,False,20,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Animals,Britanica says the Jamaican fruit type of this flying mammal smells like perfumed soap,bat,Harry Anderson,False,False,$500,False,30,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Classic Tv,It's the comedy series that presented the Flying Fickle Finger of Fate award,(Rowan & Martin\'s) Laugh-In,Tim Daly,False,False,$500,False,5,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Food,"The cuisine of this country featurs such dishes as chicken panang, rad na noodles & mee krob",Thai food,Tim Daly,False,False,$500,False,25,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
American History,"At a 1954 hearing, this senator accused the Army of ""coddling Communists""",Joseph McCarthy,Tim Daly,False,False,$500,False,15,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
International Stars,"This daughter of a Swedish actress & an Italian director starred in ""White Nights"" & ""Blue Velvet""",Isabella Rossellini,Harry Anderson,False,False,$500,False,10,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
3-Letter Words,Each of its 6 faces contains at least 1 pip,die,Harry Anderson,False,False,$500,False,21,Show #2115,"Friday, November 12, 1993",Jeopardy! Round
Countries Of The World,"The oil wells of this country are found chiefly in Tabasco, Campeche & Veracruz states",Mexico,Sinbad,False,False,$200,False,21,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Shakespeare,"This title character holds Yorick's skull when he says, ""Alas, poor Yorick!""",Hamlet,Harry Anderson,False,False,$200,False,2,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Song Lyrics,"""A kiss on the hand may be quite continental, but diamonds"" are this",a girl\'s best friend,Tim Daly,False,False,$200,False,11,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
The Body Human,"About 18 inches long, this ""cord"" conducts impulses to & from the brain",spinal cord,Tim Daly,False,False,$200,False,10,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Business & Industry,This razor company introduced foamy shaving cream in 1953,Gillette,Tim Daly,False,False,$200,False,23,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
"The ""Oscar""S","His last collaboration with Richard Rodgers was ""The Sound of Music"" in 1959",Oscar Hammerstein,Harry Anderson,False,False,$200,False,12,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Countries Of The World,Castile-Leon is this European country's largest region in area,Spain,Harry Anderson,False,False,$400,False,22,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Shakespeare,"When Tallulah Bankhead played this queen, one critic said she ""barged down the Nile...and sank""",Cleopatra,Harry Anderson,False,False,$400,False,3,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Song Lyrics,"""Ev'ry morning, ev'ry evening, ain't we got"" this",fun,Harry Anderson,False,False,$400,False,1,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
The Body Human,During surgery a doctor may remove the adenoids at the same time that he removes these,tonsils,Sinbad,False,False,$400,False,13,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
"The ""Oscar""S",This fashion designer came to fame when he designed a gown for the debutante daughter of a U.S. ambassador,Oscar de la Renta,Sinbad,False,False,$400,False,17,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Countries Of The World,This country follows Japan & the U.S. in the production of passenger cars,Germany,Tim Daly,False,False,$600,False,24,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Shakespeare,"Louis Calhern spoke the famous line ""Et tu Brute!"" in the 1953 film version of this tragedy",Julius Caesar,Sinbad,False,False,$600,False,4,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Song Lyrics,"Title line that follows ""Pack up all my care and woe, here I go, singing low""","""Bye Bye Blackbird""",Harry Anderson,False,False,$600,False,5,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
The Body Human,"The crown of a tooth is covered with this, the hardest substance in the body",enamel,Harry Anderson,False,False,$600,False,14,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
"The ""Oscar""S","He wrote the plays ""A Woman of No Importance"" & ""The Importance of Being Earnest""",Oscar Wilde,Harry Anderson,False,False,$600,False,19,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
Shakespeare,Kenneth Branagh's 1993 film of this comedy features Denzel Washington as Don Pedro,Much Ado About Nothing,Harry Anderson,False,False,$800,False,7,Show #2115,"Friday, November 12, 1993",Double Jeopardy! Round
